codi_centre,denominacio,tipus_centre,naturalesa,titularitat,num_ensenyaments,nom_municipi,nom_comarca,provincia,codi_ine,codi_comarca,adreca,codi_postal,latitud,longitud,te_infantil_1c,te_infantil_2c,te_primaria,te_eso,te_batxillerat,te_fp_mitja,te_fp_superior,te_adults,te_especial,any_construccio,antiguitat_anys,superficie_m2,num_alumnes,tram_mida,estat_conservacio
08008371,Mare de Déu dels Àngels,INSTITUT,Privat,Ordes i Congregacions Catòlics,5,Barcelona,Barcelonès,Barcelona,080193,13,"c. Sagrera, 80-82",08027,41.42285,2.191254,True,True,True,True,True,False,False,False,False,,,,,,
08008401,FEP Bon Pastor,INSTITUT,Privat,Fundacions,3,Barcelona,Barcelonès,Barcelona,080193,13,"c. Sant Adrià, 134",08030,41.43579,2.204033,False,True,True,True,False,False,False,False,False,,,,,,
08008462,"Jesús, Maria i Josep",INSTITUT,Privat,Ordes i Congregacions Catòlics,4,Barcelona,Barcelonès,Barcelona,080193,13,"c. Sant Sebastià, 55",08030,41.42831,2.191514,False,True,True,True,True,False,False,False,False,,,,,,
08008531,Amor de Dios,INSTITUT,Privat,Fundacions,5,Barcelona,Barcelonès,Barcelona,080193,13,"c. Teide, s/n",08031,41.43172,2.167243,True,True,True,True,True,False,False,False,False,,,,,,
08008656,Ramon Llull,INSTITUT,Privat,Societats Mercantils,3,Barcelona,Barcelonès,Barcelona,080193,13,"c. Biscaia, 439",08027,41.42066,2.181801,False,True,True,True,False,False,False,False,False,,,,,,
08008681,Ginesta,INSTITUT,Privat,Cooperatives,3,Montcada i Reixac,Vallès Occidental,Barcelona,081252,40,"c. Circumval·lació, s/n",08110,41.4612,2.168114,False,True,True,True,False,False,False,False,False,,,,,,
08008701,Grey,ESCOLA,Privat,Societats Mercantils,2,Barcelona,Barcelonès,Barcelona,080193,13,"pg. Valldaura, 208",08042,41.43814,2.172211,False,True,True,False,False,False,False,False,False,,,,,,
08008747,Mireia,INSTITUT,Privat,Societats Mercantils,3,Barcelona,Barcelonès,Barcelona,080193,13,"c. Ausiàs March, 62-64",08010,41.39353,2.178722,False,True,True,True,False,False,False,False,False,,,,,,
08008784,Sant Gabriel,INSTITUT,Privat,Ordes i Congregacions Catòlics,3,Barcelona,Barcelonès,Barcelona,080193,13,"Gran Via Corts Catalanes, 1192-1196",08020,41.42122,2.211502,False,True,True,True,False,False,False,False,False,,,,,,
08008826,Miró,ESCOLA,Privat,Societats Mercantils,2,Barcelona,Barcelonès,Barcelona,080193,13,"c. Cristóbal de Moura, 153-157",08019,41.4131,2.209069,False,True,True,False,False,False,False,False,False,,,,,,
08008930,San Francisco,INSTITUT,Privat,Societats Mercantils,3,Barcelona,Barcelonès,Barcelona,080193,13,"c. Treball, 213",08020,41.41663,2.200461,False,True,True,True,False,False,False,False,False,,,,,,
08008981,Sagrat Cor Besòs,INSTITUT,Privat,Fundacions,3,Barcelona,Barcelonès,Barcelona,080193,13,"c. Lluís Borrassà, 12-18",08019,41.41582,2.217785,False,True,True,True,False,False,False,False,False,,,,,,
08009171,Escola Casas,ESCOLA,Públic,Corporacions Locals,2,Barcelona,Barcelonès,Barcelona,080193,13,"c. Sant Joan de Malta, 44",08018,41.40835,2.192875,False,True,True,False,False,False,False,False,False,,,,,,
08009247,Grèvol,INSTITUT,Privat,Cooperatives,3,Barcelona,Barcelonès,Barcelona,080193,13,"c. Provençals, 9",08019,41.40512,2.21146,False,True,True,True,False,False,False,False,False,,,,,,
08009260,Jesuïtes Clot - El Clot,ADULTS,Privat,Fundacions,7,Barcelona,Barcelonès,Barcelona,080193,13,"c. València, 680",08027,41.41282,2.1905,False,True,True,True,True,True,True,True,False,,,,,,
08009430,Didac,LLAR_INFANTS,Privat,Societats Mercantils,1,Barcelona,Barcelonès,Barcelona,080193,13,"c. Cardenal Reig, 16",08028,41.37695,2.114658,True,False,False,False,False,False,False,False,False,,,,,,
08009454,FEP Sant Ramon,INSTITUT,Privat,Fundacions,3,Barcelona,Barcelonès,Barcelona,080193,13,"c. Collblanc, 72",08028,41.37591,2.116644,False,True,True,True,False,False,False,False,False,,,,,,
08009466,Sant Ramon Nonat-Sagrat Cor,INSTITUT,Privat,Ordes i Congregacions Catòlics,3,Barcelona,Barcelonès,Barcelona,080193,13,"c. Collblanc, 86",08028,41.37591,2.115958,False,True,True,True,False,False,False,False,False,,,,,,
08009508,FEP Santa Teresa de Lisieux,INSTITUT,Privat,Fundacions,4,Barcelona,Barcelonès,Barcelona,080193,13,"c. Déu i Mata, 67",08029,41.38844,2.135168,False,True,True,True,True,False,False,False,False,,,,,,
08009697,IPSI,INSTITUT,Privat,Societats Mercantils,4,Barcelona,Barcelonès,Barcelona,080193,13,"c. Comte Borrell, 243-249",08029,41.3868,2.149899,False,True,True,True,True,False,False,False,False,,,,,,
08009776,Escola Arc Iris,ESCOLA,Públic,Corporacions Locals,2,Barcelona,Barcelonès,Barcelona,080193,13,"c. Arc de Sant Martí, 78",08032,41.4252,2.171432,False,True,True,False,False,False,False,False,False,,,,,,
08009806,FEDAC-Horta,INSTITUT,Privat,Fundacions,4,Barcelona,Barcelonès,Barcelona,080193,13,"c. Campoamor, 49",08031,41.43449,2.155184,False,True,True,True,True,False,False,False,False,,,,,,
08009971,Guinardó,INSTITUT,Privat,Cooperatives,3,Barcelona,Barcelonès,Barcelona,080193,13,"c. Doctor Valls, 11",08041,41.41991,2.179442,False,True,True,True,False,False,False,False,False,,,,,,
08009995,Regina Carmeli,INSTITUT,Privat,Ordes i Congregacions Catòlics,4,Barcelona,Barcelonès,Barcelona,080193,13,"c. Eduard Toda, 37",08031,41.43493,2.157918,True,True,True,True,False,False,False,False,False,,,,,,
08010006,Nou Patufet,INSTITUT,Privat,Cooperatives,3,Barcelona,Barcelonès,Barcelona,080193,13,"c. Bruniquer, 25-27",08012,41.40473,2.160704,False,True,True,True,False,False,False,False,False,,,,,,
08010055,Agora Princess Margaret,INSTITUT,Privat,Societats Mercantils,3,Barcelona,Barcelonès,Barcelona,080193,13,"pg. Font d'En Fargues, 15-17",08032,41.42633,2.165876,False,True,True,True,False,False,False,False,False,,,,,,
08010641,Abat Oliba-Spínola,INSTITUT,Privat,Fundacions,5,Barcelona,Barcelonès,Barcelona,080193,13,"av. Mare de Déu de Montserrat, 86",08024,41.41555,2.167801,True,True,True,True,True,False,False,False,False,,,,,,
08010821,Magòria,ESCOLA,Privat,Cooperatives,2,Barcelona,Barcelonès,Barcelona,080193,13,"c. Santa Dorotea, 5",08004,41.37146,2.145787,False,True,True,False,False,False,False,False,False,,,,,,
08010961,La Salle Barceloneta,INSTITUT,Privat,Ordes i Congregacions Catòlics,3,Barcelona,Barcelonès,Barcelona,080193,13,"c. Balboa, 18-20",08003,41.38223,2.188944,False,False,False,False,True,True,True,False,False,,,,,,
08011281,Inst. Pedagogia Terapèut. Jeroni de Moragas,EDUCACIO_ESPECIAL,Privat,Cooperatives,2,Barcelona,Barcelonès,Barcelona,080193,13,"c. Panamà, 18",08034,41.39564,2.107394,False,False,False,False,False,False,False,True,True,,,,,,
08011291,Pedralbes,EDUCACIO_ESPECIAL,Privat,Societats Mercantils,1,Barcelona,Barcelonès,Barcelona,080193,13,"c. Casa Mora, 7",08034,41.39821,2.114402,False,False,False,False,False,False,False,False,True,,,,,,
08011448,Gravi,INSTITUT,Privat,Cooperatives,5,Barcelona,Barcelonès,Barcelona,080193,13,"av. Vallcarca, 258",08023,41.42035,2.140817,True,True,True,True,True,False,False,False,False,,,,,,
08011606,Asunción de Nuestra Señora,INSTITUT,Privat,Ordes i Congregacions Catòlics,3,Barcelona,Barcelonès,Barcelona,080193,13,"rbla. del Poblenou, 94-96",08005,41.4021,2.199989,False,True,True,True,False,False,False,False,False,,,,,,
08011643,FEP Aprenents EE,EDUCACIO_ESPECIAL,Privat,Fundacions,1,Barcelona,Barcelonès,Barcelona,080193,13,"c. Saldes, 3",08035,41.42787,2.136626,False,False,False,False,False,False,False,False,True,,,,,,
08011941,Escola Pia Balmes,INSTITUT,Privat,Ordes i Congregacions Catòlics,4,Barcelona,Barcelonès,Barcelona,080193,13,"c. Balmes, 208",08006,41.3978,2.151927,False,True,True,True,True,False,False,False,False,,,,,,
08012714,Institut Anna Gironella de Mundet,INSTITUT,Públic,Corporacions Locals,4,Barcelona,Barcelonès,Barcelona,080193,13,"pg. Vall d'Hebron, s/n",08035,41.43673,2.14309,False,False,False,True,True,True,True,False,False,,,,,,
08012970,LLI privada Kasperle,LLAR_INFANTS,Privat,Persones Físiques,1,Barcelona,Barcelonès,Barcelona,080193,13,"c. Gran de Gràcia, 97",08012,41.40091,2.154056,True,False,False,False,False,False,False,False,False,,,,,,
08013101,Institut Joan d'Àustria,INSTITUT,Públic,Departament d'Educació i Formació Professional,2,Barcelona,Barcelonès,Barcelona,080193,13,"c. Selva de Mar, 211",08020,41.416,2.199121,False,False,False,True,True,False,False,False,False,,,,,,
08013111,Institut Jaume Balmes,INSTITUT,Públic,Departament d'Educació i Formació Professional,3,Barcelona,Barcelonès,Barcelona,080193,13,"c. Pau Claris, 121",08009,41.3924,2.167192,False,False,False,True,True,True,False,False,False,,,,,,
08013147,Institut Sants,INSTITUT,Públic,Departament d'Educació i Formació Professional,2,Barcelona,Barcelonès,Barcelona,080193,13,"c. Dolors Batlle i Sunyer, 9-13",08014,41.3813,2.1401,False,False,False,True,True,False,False,False,False,,,,,,
08013160,Institut Poeta Maragall,INSTITUT,Públic,Departament d'Educació i Formació Professional,2,Barcelona,Barcelonès,Barcelona,080193,13,"c. Provença, 187",08036,41.39129,2.156754,False,False,False,True,True,False,False,False,False,,,,,,
08013184,Institut Bernat Metge,INSTITUT,Públic,Departament d'Educació i Formació Professional,2,Barcelona,Barcelonès,Barcelona,080193,13,"c. Menorca, 55",08020,41.42298,2.201625,False,False,False,True,True,False,False,False,False,,,,,,
08013196,Institut Milà i Fontanals,INSTITUT,Públic,Departament d'Educació i Formació Professional,2,Barcelona,Barcelonès,Barcelona,080193,13,"pl. Josep Ma. Folch i Torres, s/n",08001,41.37641,2.167106,False,False,False,True,True,False,False,False,False,,,,,,
08013214,Institut Narcís Monturiol,INSTITUT,Públic,Departament d'Educació i Formació Professional,2,Barcelona,Barcelonès,Barcelona,080193,13,"c. Harmonia, s/n",08035,41.43201,2.144678,False,False,False,True,True,False,False,False,False,,,,,,
08013238,Institut Verdaguer,INSTITUT,Públic,Departament d'Educació i Formació Professional,2,Barcelona,Barcelonès,Barcelona,080193,13,"Parc de la Ciutadella, s/n",08003,41.38755,2.187315,False,False,False,True,True,False,False,False,False,,,,,,
08013275,Institut Escola del Treball,INSTITUT,Públic,Departament d'Educació i Formació Professional,3,Barcelona,Barcelonès,Barcelona,080193,13,"c. Comte d'Urgell, 187",08036,41.38947,2.148527,False,False,False,False,True,True,True,False,False,,,,,,
08013354,CEE Municipal Vil·la Joana,EDUCACIO_ESPECIAL,Públic,Corporacions Locals,1,Barcelona,Barcelonès,Barcelona,080193,13,"c. Major del Rectoret, 2-16",08017,41.4207,2.0965,False,False,False,False,False,False,False,False,True,,,,,,
08013366,Institut Nou Barris,INSTITUT,Públic,Departament d'Educació i Formació Professional,2,Barcelona,Barcelonès,Barcelona,080193,13,"c. Badosa, 10-14",08016,41.44078,2.18058,False,False,False,True,True,False,False,False,False,,,,,,
08013470,Institut Barri Besòs,INSTITUT,Públic,Departament d'Educació i Formació Professional,2,Barcelona,Barcelonès,Barcelona,080193,13,"c. Pujadas, 397",08019,41.41137,2.21279,False,False,False,True,True,False,False,False,False,,,,,,
08013500,Aula Escuela Europea,INSTITUT,Privat,Fundacions,5,Barcelona,Barcelonès,Barcelona,080193,13,"av. Mare de Déu de Lorda, 34-36",08034,41.39827,2.107167,True,True,True,True,True,False,False,False,False,,,,,,
08013767,Prat,ADULTS,Privat,Societats Mercantils,2,Barcelona,Barcelonès,Barcelona,080193,13,"c. Roger de Llúria, 97",08009,41.39548,2.165538,False,False,False,False,False,False,True,True,False,,,,,,
08013901,CEE La Ginesta,EDUCACIO_ESPECIAL,Públic,Corporacions Locals,2,Barcelona,Barcelonès,Barcelona,080193,13,"pg. de la Vall d'Hebron, 171",08035,41.43524,2.142414,False,False,False,False,False,False,False,True,True,,,,,,
08014051,Estimia,EDUCACIO_ESPECIAL,Privat,Fundacions,1,Barcelona,Barcelonès,Barcelona,080193,13,"c. Anglí, 50",08017,41.40228,2.123913,False,False,False,False,False,False,False,False,True,,,,,,
08014097,Closa,INSTITUT,Privat,Societats Mercantils,4,Barcelona,Barcelonès,Barcelona,080193,13,"c. Emili Roca, 22",08016,41.42941,2.178171,False,True,True,True,True,False,False,False,False,,,,,,
08014139,AF Centre d'estudis,FORMACIO_PROFESSIONAL,Privat,Societats Mercantils,2,Barcelona,Barcelonès,Barcelona,080193,13,"c. Fontanella, 19",08010,41.38826,2.17243,False,False,False,False,False,True,True,False,False,,,,,,
08014140,Guru,EDUCACIO_ESPECIAL,Privat,Fundacions,1,Barcelona,Barcelonès,Barcelona,080193,13,"c. Poeta Cabanyes, 80",08004,41.3968,2.1155,False,False,False,False,False,False,False,False,True,,,,,,
08014188,Institut Josep Serrat i Bonastre,INSTITUT,Públic,Corporacions Locals,4,Barcelona,Barcelonès,Barcelona,080193,13,"c. Marquès de Santa Anna, 4",08023,41.40649,2.148094,False,False,False,True,True,True,True,False,False,,,,,,
08014358,Aloma,INSTITUT,Privat,Societats Mercantils,3,Barcelona,Barcelonès,Barcelona,080193,13,"c. Torrent de Can Piquer, 21",08016,41.43229,2.1784,False,True,True,True,False,False,False,False,False,,,,,,
08014449,FEP Mare de Déu del Roser,INSTITUT,Privat,Fundacions,3,Barcelona,Barcelonès,Barcelona,080193,13,"av. Rectoret, s/n",08017,41.42812,2.092249,False,True,True,True,False,False,False,False,False,,,,,,
08014589,Escola Sant Cristòfor,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,Begues,Baix Llobregat,Barcelona,080207,11,"c. Jacint Verdaguer, 2",08859,41.3319,1.923231,False,True,True,False,False,False,False,False,False,,,,,,
08014590,Sant Lluís de Pla i Amell Bosch,INSTITUT,Privat,Ordes i Congregacions Catòlics,3,Begues,Baix Llobregat,Barcelona,080207,11,"c. Sant Climent, s/n",08859,41.33151,1.9425,False,True,True,True,False,False,False,False,False,,,,,,
08014620,Escola Sant Joan,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,Berga,Berguedà,Lleida,080229,14,"c. Roca de la Pila, s/n",08600,42.10447,1.839957,False,True,True,False,False,False,False,False,False,,,,,,
08014644,Vedruna Berga Secundària,INSTITUT,Privat,Fundacions,2,Berga,Berguedà,Lleida,080229,14,"pg. Lladó, s/n",08600,42.10293,1.84195,False,False,False,True,False,False,True,False,False,,,,,,
08014656,Vedruna Berga,ESCOLA,Privat,Fundacions,3,Berga,Berguedà,Lleida,080229,14,"c. Cervantes, 34",08600,42.101,1.839686,True,True,True,False,False,False,False,False,False,,,,,,
08014668,Escola de la Valldan,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,Berga,Berguedà,Lleida,080229,14,"pl. Major, s/n",08600,42.09415,1.834433,False,True,True,False,False,False,False,False,False,,,,,,
08014681,Escola Santa Eulàlia,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,Berga,Berguedà,Lleida,080229,14,"c. Olvan, s/n",08600,42.10133,1.860139,False,True,True,False,False,False,False,False,False,,,,,,
08014693,Institut Guillem de Berguedà,INSTITUT,Públic,Departament d'Educació i Formació Professional,4,Berga,Berguedà,Lleida,080229,14,"Camí de Pedret, 2",08600,42.10228,1.858032,False,False,False,True,True,True,True,False,False,,,,,,
08014747,Escola El Turó,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,Bigues i Riells del Fai,Vallès Oriental,Barcelona,080235,41,"Camí de Can Badell, s/n",08415,41.67548,2.213878,False,True,True,False,False,False,False,False,False,,,,,,
08014796,Escola de Borredà - ZER Berguedà Centre,ESCOLA,Públic,Departament d'Educació i Formació Professional,3,Borredà,Berguedà,Lleida,080240,14,"camí de la Coma, s/n",08619,42.13679,1.992247,True,True,True,False,False,False,False,False,False,,,,,,
08014814,Escola El Bruc,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,El Bruc,Anoia,Barcelona,080253,06,"c. Bruc del Mig, 106",08194,41.58243,1.779188,False,True,True,False,False,False,False,False,False,,,,,,
08014841,Escola Les Oliveres - ZER Serra d'Ancosa,ESCOLA,Públic,Departament d'Educació i Formació Professional,3,Cabrera d'Anoia,Anoia,Barcelona,080288,06,"c. de Sant Jaume, s/n",08785,41.47859,1.705425,True,True,True,False,False,False,False,False,False,,,,,,
08014887,Sant Feliu,INSTITUT,Privat,Església Catòlica,4,Cabrera de Mar,Maresme,Barcelona,080291,21,"pl. de l'Església, 4",08349,41.52783,2.392404,True,True,True,True,False,False,False,False,False,,,,,,
08014905,Escola L'Olivera,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,Cabrils,Maresme,Barcelona,080305,21,"av. de les Escoles, 20",08348,41.52271,2.369023,False,True,True,False,False,False,False,False,False,,,,,,
08014929,Escola Alta Segarra,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,Calaf,Anoia,Barcelona,080312,06,"c. Pius Forn, 1",08280,41.73336,1.51575,False,True,True,False,False,False,False,False,False,,,,,,
08015004,Escola Sagrada Família,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,Caldes d'Estrac,Maresme,Barcelona,080327,21,"c. Major, 50",08393,41.57005,2.524041,False,True,True,False,False,False,False,False,False,,,,,,
08015041,Escola Pia de Caldes de Montbui,INSTITUT,Privat,Ordes i Congregacions Catòlics,6,Caldes de Montbui,Vallès Oriental,Barcelona,080333,41,"c. Pare Poch, 15",08140,41.62639,2.170715,False,True,True,True,True,True,True,False,False,,,,,,
08015077,Escola El Farell,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,Caldes de Montbui,Vallès Oriental,Barcelona,080333,41,"Zona Esportiva, s/n",08140,41.63786,2.158171,False,True,True,False,False,False,False,False,False,,,,,,
08015107,Escola Anton Busquets i Punset - ZER El Moianès Ponent,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,Calders,Moianès,Barcelona,080348,42,"pl. de l'Era  de Cal Feliu, s/n",08275,41.79163,1.994524,False,True,True,False,False,False,False,False,False,,,,,,
08015119,Escola La Minerva,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,Calella,Maresme,Barcelona,080351,21,"c. de Sant Jaume, s/n",08370,41.61571,2.658768,False,True,True,False,False,False,False,False,False,,,,,,
08015120,Escola Pia de Calella,INSTITUT,Privat,Ordes i Congregacions Catòlics,4,Calella,Maresme,Barcelona,080351,21,"c. Jovara, 39",08370,41.61215,2.656714,False,True,True,True,True,False,False,False,False,,,,,,
08015144,Escola El Far,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,Calella,Maresme,Barcelona,080351,21,"c. Sant Pere, 142-150",08370,41.61762,2.660835,False,True,True,False,False,False,False,False,False,,,,,,
08015171,Institut Bisbe Sivilla,INSTITUT,Públic,Departament d'Educació i Formació Professional,4,Calella,Maresme,Barcelona,080351,21,"c. Valldebanador, 39",08370,41.615,2.651161,False,False,False,True,True,True,True,False,False,,,,,,
08015193,Escola Sant Marc,ESCOLA,Públic,Departament d'Educació i Formació Professional,2,Calldetenes,Osona,Girona,080370,24,"c. Joan Fuster, s/n",08506,41.92398,2.286456,False,True,True,False,False,False,False,False,False,,,,,,
